,product_bought,Review-AverageRating,DisplayPrice-Amount,ListPrice-Amount,age_sender,diff_age,ratio_recommender,ratio_costumer
5705,1,5.0,12.99,12.99,22,8,0.5135135135135135,0.7083333333333334
43,1,4.5,99.99,99.99,44,14,0.45945945945945954,0.7083333333333334
1869,1,5.0,54.99,64.99,29,1,0.6486486486486486,0.7083333333333334
398,1,4.3,29.99,29.99,24,6,0.43243243243243246,0.7083333333333334
3389,1,5.0,9.99,9.99,29,1,0.45945945945945954,0.7083333333333334
933,0,4.6,9.99,9.99,27,3,0.35135135135135137,0.7083333333333334
4503,1,4.1,17.99,17.99,29,1,0.2972972972972973,0.7083333333333334
3600,1,4.0,17.99,17.99,34,4,0.2972972972972973,0.7083333333333334
199,1,0.0,69.99,69.99,18,12,0.4324324324324324,0.7083333333333334
5734,0,5.0,6.99,6.99,24,6,0.40540540540540543,0.7083333333333334
2513,1,4.6,24.99,24.99,20,10,0.5135135135135136,0.7083333333333334
1860,0,4.9,149.99,149.99,29,1,0.2972972972972973,0.7083333333333334
4790,0,0.0,21.99,21.99,45,15,0.4054054054054054,0.7083333333333334
4231,1,4.3,19.99,19.99,28,2,0.4324324324324324,0.7083333333333334
2978,1,4.6,24.99,24.99,39,9,0.3783783783783784,0.7083333333333334
2834,1,4.6,45.99,64.99,27,3,0.5405405405405406,0.7083333333333334
849,1,4.5,19.99,19.99,32,2,0.35135135135135137,0.7083333333333334
553,1,4.7,24.99,24.99,37,7,0.5135135135135136,0.7083333333333334
3882,0,4.7,3.99,3.99,41,11,0.43243243243243246,0.7083333333333334
1784,0,2.5,9.99,9.99,29,1,0.4864864864864865,0.7083333333333334
4345,1,4.3,9.99,9.99,20,10,0.3243243243243243,0.7083333333333334
47,0,0.0,34.99,54.99,35,5,0.40540540540540543,0.7083333333333334
6001,1,4.5,6.99,6.99,45,15,0.37837837837837834,0.7083333333333334
2395,1,4.6,7.99,10.0,35,5,0.3243243243243243,0.7083333333333334
5552,0,0.0,24.99,24.99,22,5,0.32432432432432434,0.7142857142857143
2515,0,0.0,69.99,69.99,45,28,0.4054054054054054,0.7142857142857143
2031,0,4.0,29.99,29.99,30,13,0.5945945945945946,0.7142857142857143
2802,1,0.0,23.99,29.99,25,8,0.4864864864864865,0.7142857142857143
4108,0,0.0,37.99,37.99,27,10,0.32432432432432434,0.7142857142857143
5602,1,4.2,109.99,109.99,24,7,0.6216216216216217,0.7142857142857143
1006,1,4.8,17.99,17.99,32,15,0.45945945945945954,0.7142857142857143
4474,0,0.0,89.99,89.99,17,0,0.43243243243243246,0.7142857142857143
2631,1,4.6,4.99,4.99,31,14,0.2162162162162162,0.7142857142857143
1103,1,4.0,44.99,44.99,29,12,0.3513513513513513,0.7142857142857143
1468,1,4.2,24.99,24.99,19,2,0.4324324324324324,0.7142857142857143
3558,1,4.3,54.99,54.99,35,18,0.24324324324324323,0.7142857142857143
5212,1,3.0,26.99,29.99,20,3,0.43243243243243246,0.7142857142857143
4864,0,3.8,29.99,29.99,27,10,0.5135135135135135,0.7142857142857143
3476,1,4.6,9.99,9.99,42,25,0.32432432432432434,0.7142857142857143
2632,1,4.3,27.99,27.99,28,11,0.24324324324324328,0.7142857142857143
4529,1,5.0,44.99,44.99,35,18,0.32432432432432434,0.7142857142857143
3462,1,4.1,11.99,11.99,19,2,0.35135135135135137,0.7142857142857143
391,1,4.7,2.99,2.99,17,0,0.4594594594594595,0.7142857142857143
2845,1,4.7,14.99,14.99,22,5,0.40540540540540543,0.7142857142857143
6848,1,4.9,19.99,19.99,34,17,0.35135135135135137,0.7142857142857143
1865,1,4.8,19.99,19.99,29,1,0.5135135135135136,0.45454545454545453
6308,0,4.7,7.99,7.99,38,8,0.32432432432432434,0.45454545454545453
213,1,5.0,119.99,119.99,42,12,0.4594594594594595,0.45454545454545453
2480,0,4.7,54.99,54.99,35,5,0.21621621621621623,0.45454545454545453
2824,1,4.6,9.99,9.99,18,12,0.4594594594594595,0.45454545454545453
6124,0,4.4,64.99,64.99,29,1,0.4594594594594595,0.45454545454545453
6093,1,4.0,39.99,39.99,22,8,0.4864864864864865,0.45454545454545453
4154,1,4.6,109.99,109.99,19,11,0.4594594594594595,0.45454545454545453
1902,0,4.7,89.99,89.99,21,9,0.5405405405405405,0.45454545454545453
920,1,4.7,29.99,29.99,19,11,0.35135135135135137,0.45454545454545453
1564,1,4.6,17.99,17.99,35,5,0.4324324324324324,0.45454545454545453
5933,0,4.5,29.99,43.99,20,10,0.4324324324324324,0.45454545454545453
1118,0,4.8,14.99,14.99,28,2,0.5405405405405406,0.45454545454545453
3173,0,0.0,12.99,12.99,36,6,0.3783783783783784,0.45454545454545453
4769,1,4.7,3.49,3.49,29,1,0.4864864864864865,0.45454545454545453
1035,1,4.7,4.99,4.99,21,9,0.3513513513513513,0.45454545454545453
6102,0,0.0,109.99,109.99,18,12,0.2702702702702703,0.45454545454545453
2040,0,4.5,39.99,39.99,16,14,0.2702702702702703,0.45454545454545453
2460,0,4.8,12.99,12.99,40,10,0.45945945945945943,0.45454545454545453
2414,1,4.3,44.99,44.99,41,11,0.43243243243243246,0.45454545454545453
746,0,0.0,64.99,64.99,37,7,0.3783783783783784,0.45454545454545453
4077,0,4.4,19.99,19.99,16,14,0.2702702702702703,0.45454545454545453
836,1,4.6,6.99,6.99,39,22,0.32432432432432434,0.35
3545,0,0.0,11.99,11.99,29,12,0.2972972972972973,0.35
5292,1,4.6,24.99,24.99,37,20,0.40540540540540543,0.35
2481,0,4.6,6.99,6.99,33,16,0.5135135135135136,0.35
3955,0,0.0,21.99,21.99,28,11,0.35135135135135137,0.35
6432,1,3.8,19.99,19.99,29,12,0.4864864864864865,0.35
6133,0,3.8,39.99,44.99,27,10,0.5135135135135135,0.35
1921,0,4.5,34.99,59.99,29,12,0.4594594594594595,0.35
2798,0,5.0,16.99,17.99,29,12,0.5135135135135136,0.35
3560,1,4.5,39.99,39.99,17,0,0.5675675675675677,0.35
5359,1,4.3,29.99,29.99,28,11,0.24324324324324328,0.35
571,1,4.0,29.99,29.99,36,19,0.3783783783783784,0.35
3089,0,4.4,19.99,19.99,37,20,0.40540540540540543,0.35
6379,0,4.4,6.99,6.99,30,13,0.40540540540540543,0.35
4444,0,4.6,17.99,17.99,30,13,0.48648648648648646,0.35
1802,0,4.5,12.99,17.99,37,20,0.5135135135135135,0.35
883,1,4.9,134.99,134.99,19,2,0.40540540540540543,0.35
5226,0,0.0,12.99,14.99,33,16,0.16216216216216217,0.35
4612,0,0.0,17.99,17.99,35,18,0.37837837837837834,0.35
2514,0,2.0,189.99,189.99,34,17,0.2432432432432432,0.35
3068,0,4.6,69.99,69.99,40,8,0.4864864864864865,0.6
4136,1,4.5,174.99,174.99,28,4,0.40540540540540543,0.6
5204,1,4.5,6.99,6.99,40,8,0.4864864864864865,0.6
4172,1,4.8,18.99,18.99,20,12,0.45945945945945954,0.6
6763,1,3.2,29.99,29.99,20,12,0.2702702702702703,0.6
1439,0,0.0,24.99,24.99,27,5,0.3513513513513513,0.6
226,0,0.0,37.99,37.99,45,13,0.29729729729729726,0.6
4094,1,4.4,14.99,14.99,39,7,0.37837837837837834,0.6
6012,0,4.4,21.99,24.99,20,12,0.16216216216216217,0.6
1925,0,4.25,12.99,14.99,20,12,0.5135135135135135,0.6
197,1,4.6,31.99,31.99,25,7,0.32432432432432434,0.6
610,0,0.0,9.99,9.99,18,14,0.4864864864864865,0.6
647,1,4.5,174.99,174.99,27,5,0.45945945945945954,0.6
3835,1,4.7,2.99,2.99,26,6,0.21621621621621623,0.6
4100,0,0.0,29.99,29.99,37,5,0.4594594594594595,0.6
728,0,3.0,26.99,29.99,37,5,0.4594594594594595,0.6
6024,0,4.2,44.99,64.99,24,8,0.5135135135135135,0.6
5680,1,4.7,24.99,24.99,19,13,0.4864864864864865,0.6
4410,0,4.6,2.99,2.99,38,6,0.43243243243243246,0.6
5256,1,4.3,39.99,39.99,29,3,0.32432432432432434,0.6
2423,1,4.5,17.99,17.99,35,3,0.4324324324324324,0.6
4046,1,4.4,54.99,54.99,29,3,0.2972972972972973,0.6
6374,1,4.0,12.49,12.49,35,3,0.32432432432432434,0.6
6951,1,4.6,5.99,5.99,25,7,0.4864864864864865,0.6
3029,1,4.6,9.99,9.99,28,4,0.32432432432432434,0.6
2201,0,5.0,4.49,4.49,17,27,0.4594594594594595,0.7222222222222222
4241,0,0.0,59.99,59.99,38,6,0.29729729729729726,0.7222222222222222
3039,1,4.7,7.99,7.99,37,7,0.40540540540540543,0.7222222222222222
4364,1,4.6,8.99,8.99,27,17,0.2972972972972973,0.7222222222222222
3498,1,5.0,8.99,8.99,29,15,0.6486486486486486,0.7222222222222222
3034,1,4.7,29.99,29.99,18,26,0.5675675675675677,0.7222222222222222
3423,1,4.7,4.99,4.99,18,26,0.4864864864864865,0.7222222222222222
3082,1,4.6,69.99,69.99,17,27,0.5675675675675677,0.7222222222222222
4287,1,4.5,31.99,31.99,27,17,0.2972972972972973,0.7222222222222222
1880,1,4.6,29.99,29.99,26,18,0.37837837837837834,0.7222222222222222
6138,1,4.3,19.99,19.99,22,22,0.4864864864864865,0.7222222222222222
4346,0,0.0,46.99,46.99,28,16,0.3243243243243243,0.7222222222222222
1826,0,4.8,19.99,19.99,26,18,0.43243243243243246,0.7222222222222222
3437,0,0.0,89.99,89.99,19,25,0.4324324324324324,0.7222222222222222
3854,1,4.7,4.99,4.99,40,4,0.40540540540540543,0.7222222222222222
4042,1,5.0,24.99,30.99,35,9,0.4594594594594595,0.7222222222222222
3717,1,0.0,21.99,21.99,28,16,0.40540540540540543,0.7222222222222222
3324,1,4.7,64.99,64.99,28,16,0.40540540540540543,0.7222222222222222
1937,0,4.7,64.99,64.99,32,13,0.2702702702702703,0.625
6070,0,5.0,46.99,46.99,38,19,0.32432432432432434,0.625
1511,1,5.0,79.99,79.99,29,10,0.48648648648648646,0.625
300,1,0.0,109.99,109.99,24,5,0.40540540540540543,0.625
1101,1,4.4,44.99,44.99,27,8,0.4864864864864865,0.625
1338,1,4.3,29.99,29.99,26,7,0.2972972972972973,0.625
615,1,4.5,9.99,9.99,29,10,0.40540540540540543,0.625
771,1,4.8,19.99,19.99,29,10,0.4594594594594595,0.625
3176,1,4.4,21.99,24.99,17,2,0.43243243243243246,0.625
2392,0,4.6,5.99,5.99,22,3,0.32432432432432434,0.625
6772,0,0.0,24.99,24.99,26,7,0.2702702702702703,0.625
6831,0,4.7,9.99,9.99,28,9,0.24324324324324328,0.625
4242,1,4.6,14.99,14.99,37,18,0.37837837837837834,0.625
2501,1,4.4,64.99,64.99,29,10,0.5675675675675675,0.625
2042,1,4.0,44.99,44.99,16,3,0.2702702702702703,0.625
2685,0,4.3,54.99,54.99,30,11,0.5945945945945946,0.625
6467,1,4.8,19.99,19.99,21,19,0.32432432432432434,0.75
5143,1,4.8,14.99,14.99,17,23,0.4054054054054054,0.75
6796,0,4.6,9.99,9.99,29,11,0.4054054054054054,0.75
5759,1,4.6,19.99,19.99,40,0,0.2162162162162162,0.75
6836,1,4.0,59.99,59.99,26,14,0.2702702702702703,0.75
522,0,4.6,17.99,17.99,28,12,0.24324324324324323,0.75
6041,1,4.6,5.99,5.99,20,20,0.45945945945945954,0.75
3306,0,4.3,29.99,29.99,39,1,0.24324324324324326,0.75
3660,0,2.0,189.99,189.99,20,20,0.45945945945945954,0.75
1421,1,4.7,19.99,19.99,16,24,0.45945945945945943,0.75
2878,0,4.5,7.99,7.99,44,4,0.3243243243243243,0.75
5344,1,4.8,18.99,18.99,35,5,0.2702702702702703,0.75
1300,1,4.7,4.99,4.99,18,22,0.2972972972972973,0.75
5,1,4.7,3.99,3.99,39,1,0.4054054054054054,0.75
2316,1,4.3,29.99,29.99,28,12,0.32432432432432434,0.75
5478,1,4.8,14.99,14.99,21,19,0.3783783783783784,0.75
1623,1,4.3,64.99,64.99,20,20,0.48648648648648646,0.75
4024,1,5.0,89.99,89.99,35,5,0.40540540540540543,0.75
5808,1,0.0,45.99,45.99,30,10,0.45945945945945954,0.75
4007,1,4.8,19.99,19.99,17,23,0.43243243243243246,0.75
6065,0,4.0,29.99,29.99,27,10,0.45945945945945943,0.4090909090909091
6872,0,0.0,89.99,89.99,23,6,0.4054054054054054,0.4090909090909091
5097,0,4.6,9.99,9.99,24,7,0.40540540540540543,0.4090909090909091
5440,1,4.7,4.99,4.99,18,1,0.4864864864864865,0.4090909090909091
4326,0,4.7,7.99,7.99,29,12,0.2972972972972973,0.4090909090909091
3128,0,0.0,54.99,54.99,29,12,0.4864864864864865,0.4090909090909091
5601,1,4.7,64.99,64.99,30,13,0.5945945945945946,0.4090909090909091
593,0,4.5,7.99,7.99,39,22,0.37837837837837834,0.4090909090909091
4724,1,4.7,3.49,3.49,16,1,0.4864864864864865,0.4090909090909091
1405,0,4.7,29.99,29.99,35,18,0.3243243243243243,0.4090909090909091
6283,0,4.1,79.99,79.99,35,18,0.3783783783783784,0.4090909090909091
3511,1,4.8,8.99,8.99,27,10,0.3783783783783784,0.4090909090909091
264,0,4.1,79.99,79.99,34,17,0.24324324324324326,0.4090909090909091
1457,0,4.6,8.99,8.99,39,22,0.24324324324324326,0.4090909090909091
5082,0,0.0,45.99,45.99,23,6,0.37837837837837834,0.4090909090909091
6657,1,0.0,169.99,169.99,37,20,0.2702702702702703,0.4090909090909091
6274,1,2.5,9.99,9.99,41,24,0.35135135135135137,0.4090909090909091
3993,1,4.8,9.99,9.99,45,28,0.37837837837837834,0.4090909090909091
4361,1,4.4,64.99,64.99,28,11,0.40540540540540543,0.4090909090909091
5550,0,4.6,5.99,5.99,30,13,0.2162162162162162,0.4090909090909091
6255,1,4.7,3.49,3.49,29,12,0.5675675675675675,0.4090909090909091
3994,0,4.6,39.99,54.99,31,14,0.43243243243243246,0.4090909090909091
4137,0,4.7,7.99,14.99,30,0,0.2162162162162162,0.7647058823529411
3339,1,4.6,14.99,14.99,21,9,0.4054054054054054,0.7647058823529411
3025,1,0.0,49.99,49.99,32,2,0.40540540540540543,0.7647058823529411
6833,1,5.0,17.99,17.99,21,9,0.3783783783783784,0.7647058823529411
5586,1,4.6,5.99,5.99,34,4,0.5135135135135135,0.7647058823529411
5898,1,4.6,11.99,11.99,37,7,0.3783783783783784,0.7647058823529411
2743,0,3.0,99.99,99.99,45,15,0.37837837837837834,0.7647058823529411
3648,1,4.8,9.99,19.99,37,7,0.5135135135135135,0.7647058823529411
33,1,4.7,3.99,3.99,44,14,0.3243243243243243,0.7647058823529411
5762,1,4.4,45.99,45.99,18,12,0.2702702702702703,0.7647058823529411
5728,1,5.0,46.99,46.99,18,12,0.4324324324324324,0.7647058823529411
2446,1,4.5,7.99,7.99,26,4,0.2702702702702703,0.7647058823529411
3683,0,0.0,89.99,89.99,35,5,0.40540540540540543,0.7647058823529411
2063,1,4.3,12.99,12.99,26,4,0.4054054054054054,0.7647058823529411
4058,1,4.3,19.99,19.99,41,11,0.5945945945945946,0.7647058823529411
4393,1,4.2,69.99,69.99,42,12,0.32432432432432434,0.7647058823529411
4583,0,4.7,59.99,98.99,19,11,0.4594594594594595,0.7647058823529411
5246,0,4.4,54.99,54.99,38,11,0.32432432432432434,0.5833333333333334
4792,1,4.7,14.99,14.99,39,12,0.35135135135135137,0.5833333333333334
1065,1,4.5,31.99,31.99,28,1,0.32432432432432434,0.5833333333333334
4236,0,4.1,69.99,69.99,33,6,0.45945945945945954,0.5833333333333334
2427,1,4.6,6.99,6.99,16,11,0.2702702702702703,0.5833333333333334
5538,1,4.6,24.99,24.99,39,12,0.35135135135135137,0.5833333333333334
4411,0,5.0,17.99,17.99,20,7,0.3783783783783784,0.5833333333333334
4353,0,0.0,39.99,39.99,34,7,0.35135135135135137,0.5833333333333334
5470,1,4.7,39.99,49.99,37,10,0.2162162162162162,0.5833333333333334
1368,1,4.7,3.49,3.49,24,3,0.6216216216216217,0.5833333333333334
6724,1,4.6,14.99,14.99,33,6,0.2702702702702703,0.5833333333333334
793,0,0.0,17.99,17.99,21,6,0.4054054054054054,0.5833333333333334
1893,1,0.0,9.99,9.99,19,8,0.4864864864864865,0.5833333333333334
6123,0,4.9,19.99,19.99,35,8,0.5135135135135136,0.5833333333333334
3448,0,4.6,29.99,29.99,33,6,0.5135135135135136,0.5833333333333334
2289,1,4.5,12.99,17.99,28,1,0.32432432432432434,0.5833333333333334
6140,0,0.0,23.99,29.99,39,12,0.3513513513513513,0.5833333333333334
6192,1,4.0,69.99,69.99,29,2,0.5675675675675675,0.5833333333333334
514,1,4.6,45.99,64.99,19,8,0.4324324324324324,0.5833333333333334
6504,0,4.6,8.99,8.99,39,12,0.3783783783783784,0.5833333333333334
5498,0,0.0,21.99,21.99,29,2,0.4054054054054054,0.5833333333333334
1557,1,4.4,39.99,39.99,28,1,0.5405405405405406,0.5833333333333334
1449,1,5.0,89.99,89.99,35,8,0.4594594594594595,0.5833333333333334
5171,1,4.7,89.99,89.99,39,12,0.37837837837837834,0.5833333333333334
3573,0,0.0,9.99,9.99,21,1,0.32432432432432434,0.8571428571428571
4630,1,0.0,84.99,84.99,16,4,0.4864864864864865,0.8571428571428571
6182,1,4.6,14.99,14.99,44,24,0.4324324324324324,0.8571428571428571
5446,1,4.7,2.49,2.49,44,24,0.3243243243243243,0.8571428571428571
292,0,4.7,2.99,2.99,45,25,0.3783783783783784,0.8571428571428571
1992,1,4.5,12.99,17.99,31,11,0.45945945945945943,0.8571428571428571
1011,0,0.0,49.99,49.99,31,11,0.1891891891891892,0.8571428571428571
2352,1,4.8,39.99,39.99,18,2,0.4864864864864865,0.8571428571428571
1056,1,4.7,3.49,3.49,35,15,0.5135135135135136,0.8571428571428571
5663,1,0.0,89.99,89.99,37,17,0.3783783783783784,0.8571428571428571
2900,1,4.4,64.99,64.99,18,2,0.37837837837837834,0.8571428571428571
3092,1,0.0,59.99,59.99,38,18,0.32432432432432434,0.8571428571428571
6720,1,4.8,9.99,9.99,21,1,0.4054054054054054,0.8571428571428571
6159,1,4.2,9.99,17.99,22,2,0.37837837837837834,0.8571428571428571
5018,1,4.2,7.99,7.99,40,20,0.45945945945945943,0.8571428571428571
4123,1,4.5,17.99,17.99,17,3,0.43243243243243246,0.8571428571428571
1610,1,4.9,19.99,19.99,33,13,0.37837837837837834,0.8571428571428571
3958,1,5.0,79.99,124.99,18,2,0.4594594594594595,0.8571428571428571
764,1,4.5,7.99,7.99,25,5,0.4864864864864865,0.8571428571428571
4496,1,4.6,29.99,29.99,20,0,0.48648648648648646,0.8571428571428571
700,1,4.9,74.99,74.99,26,6,0.37837837837837834,0.8571428571428571
4553,1,4.6,39.99,39.99,27,8,0.5135135135135135,0.5517241379310345
1873,1,3.8,59.99,98.99,45,10,0.5135135135135135,0.5517241379310345
4795,1,4.8,19.99,19.99,39,4,0.3513513513513513,0.5517241379310345
6260,1,4.5,59.99,59.99,39,4,0.3513513513513513,0.5517241379310345
3576,1,4.7,3.49,3.49,29,6,0.35135135135135137,0.5517241379310345
1568,0,0.0,89.99,89.99,32,3,0.45945945945945954,0.5517241379310345
3803,0,0.0,66.99,66.99,39,4,0.35135135135135137,0.5517241379310345
3995,0,3.0,69.99,69.99,24,11,0.40540540540540543,0.5517241379310345
4265,1,3.2,29.99,29.99,20,15,0.37837837837837834,0.5517241379310345
4648,0,4.3,64.99,64.99,27,8,0.43243243243243246,0.5517241379310345
4402,0,4.8,7.0,9.99,35,0,0.5405405405405406,0.5517241379310345
1986,1,4.5,24.99,24.99,30,5,0.45945945945945954,0.5517241379310345
5719,0,4.0,24.99,34.99,37,2,0.40540540540540543,0.5517241379310345
2434,0,0.0,69.99,69.99,29,6,0.4054054054054054,0.5517241379310345
1315,0,4.0,64.99,64.99,26,9,0.37837837837837834,0.5517241379310345
1687,1,4.6,17.99,17.99,40,5,0.45945945945945943,0.5517241379310345
5626,1,4.4,14.99,14.99,41,6,0.35135135135135137,0.5517241379310345
1742,0,0.0,89.99,124.99,26,9,0.43243243243243246,0.5517241379310345
4518,0,4.5,12.99,12.99,26,9,0.43243243243243246,0.5517241379310345
2266,1,4.9,74.99,74.99,16,19,0.45945945945945943,0.5517241379310345
434,0,4.8,7.99,12.99,28,7,0.24324324324324323,0.5517241379310345
6864,1,4.7,24.99,24.99,35,0,0.4594594594594595,0.5517241379310345
1015,1,4.6,6.99,6.99,17,18,0.35135135135135137,0.5517241379310345
2997,1,4.0,29.99,29.99,27,8,0.35135135135135137,0.5517241379310345
2776,0,4.2,20.99,20.99,30,5,0.2702702702702703,0.5517241379310345
5141,1,4.4,14.99,14.99,37,2,0.5135135135135136,0.5517241379310345
3222,1,4.7,3.99,5.99,27,8,0.48648648648648646,0.5517241379310345
5642,1,5.0,7.99,7.99,16,19,0.45945945945945943,0.5517241379310345
282,0,3.0,79.99,79.99,35,0,0.21621621621621623,0.5517241379310345
5383,1,5.0,79.99,79.99,35,4,0.3783783783783784,0.6521739130434783
1040,0,0.0,109.99,109.99,20,19,0.2702702702702703,0.6521739130434783
3979,1,4.6,11.99,11.99,37,2,0.4594594594594595,0.6521739130434783
6862,0,4.1,44.99,44.99,44,5,0.4324324324324324,0.6521739130434783
6051,1,3.8,19.99,19.99,20,19,0.37837837837837834,0.6521739130434783
5342,1,4.5,6.99,6.99,22,17,0.37837837837837834,0.6521739130434783
2699,0,0.0,21.99,21.99,38,1,0.4054054054054054,0.6521739130434783
5042,0,4.8,64.99,64.99,29,10,0.40540540540540543,0.6521739130434783
3293,0,0.0,24.99,24.99,44,5,0.24324324324324326,0.6521739130434783
1137,1,4.8,14.99,14.99,29,10,0.2972972972972973,0.6521739130434783
6505,1,4.8,7.0,9.99,31,8,0.45945945945945943,0.6521739130434783
246,1,4.6,9.99,9.99,29,10,0.2972972972972973,0.6521739130434783
4380,1,4.3,34.99,34.99,34,5,0.2972972972972973,0.6521739130434783
2579,1,4.8,19.99,19.99,17,22,0.5405405405405406,0.6521739130434783
1607,1,4.1,17.99,17.99,22,17,0.4864864864864865,0.6521739130434783
528,0,0.0,69.99,69.99,35,4,0.24324324324324323,0.6521739130434783
349,1,4.5,11.99,11.99,34,5,0.4594594594594595,0.6521739130434783
5092,0,4.6,45.99,64.99,17,22,0.35135135135135137,0.6521739130434783
1219,1,4.9,9.99,9.99,27,12,0.24324324324324323,0.6521739130434783
3018,1,4.9,37.99,37.99,26,13,0.2972972972972973,0.6521739130434783
459,1,4.6,19.99,29.99,19,20,0.4324324324324324,0.6521739130434783
3684,0,4.6,49.99,49.99,34,5,0.5135135135135135,0.6521739130434783
2859,1,4.8,19.99,19.99,30,9,0.48648648648648646,0.6521739130434783
1570,1,4.2,49.99,49.99,39,4,0.37837837837837834,0.7272727272727273
3136,1,4.8,8.99,8.99,28,7,0.5405405405405406,0.7272727272727273
350,1,4.8,14.99,14.99,22,13,0.32432432432432434,0.7272727272727273
79,1,4.7,14.99,14.99,17,18,0.2972972972972973,0.7272727272727273
6256,1,3.0,69.99,69.99,27,8,0.48648648648648646,0.7272727272727273
2814,1,0.0,69.99,69.99,33,2,0.5135135135135136,0.7272727272727273
4680,0,0.0,69.99,69.99,29,6,0.2972972972972973,0.7272727272727273
5106,1,5.0,16.99,17.99,27,8,0.4864864864864865,0.7272727272727273
4406,1,4.7,14.99,14.99,40,5,0.45945945945945943,0.7272727272727273
3647,0,4.3,19.99,19.99,37,2,0.5135135135135135,0.7272727272727273
1832,1,5.0,0.99,1.99,37,2,0.3783783783783784,0.7272727272727273
6395,1,4.6,11.99,11.99,37,2,0.24324324324324326,0.7272727272727273
3067,1,4.3,19.99,19.99,37,2,0.40540540540540543,0.7272727272727273
3699,1,4.8,17.99,17.99,18,17,0.4324324324324324,0.7272727272727273
3587,0,4.7,14.99,14.99,26,9,0.37837837837837834,0.7272727272727273
642,1,4.5,29.99,43.99,30,5,0.45945945945945954,0.7272727272727273
3287,1,4.5,7.99,7.99,38,3,0.32432432432432434,0.7272727272727273
855,0,4.6,89.99,89.99,29,6,0.5675675675675675,0.7272727272727273
1646,1,5.0,14.99,19.99,24,11,0.3513513513513513,0.7272727272727273
1774,0,0.0,12.99,12.99,44,9,0.4324324324324324,0.7272727272727273
6488,1,5.0,94.99,94.99,27,8,0.45945945945945943,0.7272727272727273
1392,1,4.6,7.99,11.99,30,5,0.40540540540540543,0.7272727272727273
4273,1,5.0,24.99,24.99,20,15,0.48648648648648646,0.7272727272727273
3805,1,4.6,3.49,3.49,28,7,0.4324324324324324,0.7272727272727273
4559,1,5.0,94.99,94.99,45,10,0.5135135135135135,0.7272727272727273
737,1,4.7,54.99,54.99,38,3,0.32432432432432434,0.7272727272727273
5848,0,4.7,2.99,2.99,36,1,0.3783783783783784,0.7272727272727273
4370,1,4.6,11.99,11.99,28,7,0.40540540540540543,0.7272727272727273
5425,1,4.5,4.99,4.99,38,3,0.32432432432432434,0.7272727272727273
1959,1,4.5,5.99,5.99,17,18,0.5405405405405406,0.7272727272727273
5185,0,4.7,2.99,2.99,43,8,0.32432432432432434,0.7272727272727273
6003,0,4.6,4.99,4.99,33,2,0.2702702702702703,0.7272727272727273
423,0,4.0,29.99,29.99,17,18,0.5675675675675677,0.7272727272727273
2154,1,0.0,15.99,15.99,41,3,0.37837837837837834,0.7083333333333334
2569,1,4.5,6.99,6.99,29,15,0.48648648648648646,0.7083333333333334
187,1,4.6,9.99,9.99,41,3,0.5945945945945946,0.7083333333333334
373,1,4.0,7.99,7.99,37,7,0.4864864864864865,0.7083333333333334
5523,0,4.0,39.99,39.99,31,13,0.2162162162162162,0.7083333333333334
3011,1,3.8,79.99,79.99,30,14,0.3513513513513513,0.7083333333333334
4169,1,4.6,17.99,17.99,17,27,0.5675675675675677,0.7083333333333334
5352,1,5.0,69.99,69.99,18,26,0.3783783783783784,0.7083333333333334
3281,0,4.5,6.99,6.99,27,17,0.45945945945945954,0.7083333333333334
2778,1,4.6,5.99,5.99,42,2,0.4324324324324324,0.7083333333333334
4220,0,5.0,7.99,7.99,38,6,0.32432432432432434,0.7083333333333334
4471,1,4.2,109.99,109.99,28,16,0.32432432432432434,0.7083333333333334
1596,1,0.0,54.99,54.99,27,17,0.45945945945945954,0.7083333333333334
1906,1,4.7,3.99,3.99,19,25,0.5405405405405406,0.7083333333333334
4838,1,4.6,19.99,27.99,18,26,0.4864864864864865,0.7083333333333334
556,1,4.6,9.99,9.99,19,25,0.5405405405405406,0.7083333333333334
2969,1,4.1,21.99,27.99,20,24,0.45945945945945954,0.7083333333333334
5543,0,4.4,64.99,64.99,27,17,0.35135135135135137,0.7083333333333334
3381,0,4.8,17.99,17.99,28,16,0.24324324324324323,0.7083333333333334
4174,1,4.8,19.99,19.99,30,14,0.40540540540540543,0.7083333333333334
1329,0,4.7,7.99,7.99,24,20,0.4594594594594595,0.7083333333333334
6563,0,4.3,12.99,19.99,21,23,0.32432432432432434,0.7083333333333334
5982,1,4.7,14.99,14.99,29,15,0.6486486486486486,0.7083333333333334
1692,1,4.7,19.99,19.99,28,16,0.37837837837837834,0.7083333333333334
2259,1,5.0,6.99,6.99,34,14,0.4594594594594595,0.7272727272727273
384,0,4.5,7.99,7.99,42,22,0.5405405405405406,0.7272727272727273
3123,1,4.1,11.99,11.99,21,1,0.32432432432432434,0.7272727272727273
2189,1,4.8,14.99,14.99,37,17,0.40540540540540543,0.7272727272727273
518,1,4.3,29.99,29.99,27,7,0.45945945945945954,0.7272727272727273
5535,1,4.3,39.99,39.99,27,7,0.24324324324324323,0.7272727272727273
6612,1,4.4,8.99,8.99,35,15,0.37837837837837834,0.7272727272727273
3704,1,4.6,11.99,11.99,16,4,0.4864864864864865,0.7272727272727273
2893,1,4.0,29.99,29.99,35,15,0.3243243243243243,0.7272727272727273
4580,1,4.2,24.99,24.99,40,20,0.40540540540540543,0.7272727272727273
